Symbol,Company Name,NSE Macro Sector,NSE Sector,NSE Industry,Heatmap Sector
BHAGERIA,Bhageria Industries Limited,Basic Materials,Chemicals,Specialty Chemicals,Chemicals
BHAGYANGR,Bhagyanagar India Limited,Basic Materials,Metals,Copper,Metals & Mining
BHANDARI,Bhandari Hosiery Exports Limited,Consumer Cyclical,Textile,Apparel Manufacturing,Textiles & Apparel
BHARATFORG,Bharat Forge Limited,Basic Materials,Metals,Iron & Steel,Metals & Mining
BHARATGEAR,Bharat Gears Limited,Consumer Cyclical,Automobile,Auto Parts & Components,Auto
BHARATRAS,Bharat Rasayan Limited,Consumer Defensive,FMCG,Agro Chemicals,FMCG
BHARATSE,Bharat Seats Limited,Consumer Cyclical,Automobile,Auto Parts & Components,Auto
BHARATWIRE,Bharat Wire Ropes Limited,Basic Materials,Metals,Steel,Metals & Mining
BHARTIARTL,Bharti Airtel Limited,Communication Services,Telecom,Telecom Services,Media & Telecom
BHARTIHEXA,Bharti Hexacom Limited,Communication Services,Telecom,Telecom Services,Media & Telecom
BHEL,Bharat Heavy Electricals Limited,Industrials,Capital Goods,Capital Goods,Capital Goods
BIGBLOC,Bigbloc Construction Limited,Industrials,Capital Goods,Building Products & Equipment,Capital Goods
BIKAJI,Bikaji Foods International Limited,Consumer Defensive,FMCG,FMCG,FMCG
BIL,Bhartiya International Limited,Consumer Cyclical,Retail,Footwear & Accessories,Textiles & Apparel
BILVYAPAR,BIL VYAPAR LIMITED,Basic Materials,Chemicals,Specialty Chemicals,Chemicals
BIOCON,Biocon Limited,Healthcare,Pharma,Biotechnology,Pharma & Healthcare
BIOFILCHEM,Biofil Chemicals & Pharmaceuticals Limited,Healthcare,Pharma,Drug Manufacturers - Specialty & Generic,Pharma & Healthcare
BIRLACABLE,Birla Cable Limited,Technology,Hardware,Communication Equipment,IT
BIRLACORPN,Birla Corporation Limited,Basic Materials,Cement & Materials,Building Materials,Cement & Building
BIRLAMONEY,Aditya Birla Money Limited,Financial Services,Finance,Capital Markets,Banking & Finance
BIRLANU,BirlaNu Limited,Industrials,Capital Goods,Building Products & Equipment,Capital Goods
BLACKBUCK,BLACKBUCK LIMITED,Technology,Software,Internet Services,IT
BLAL,BEML Land Assets Limited,Financial Services,Finance,Shell Companies,Banking & Finance
BLBLIMITED,BLB Limited,Financial Services,Finance,Capital Markets,Banking & Finance
BLISSGVS,Bliss GVS Pharma Limited,Healthcare,Pharma,Drug Manufacturers - Specialty & Generic,Pharma & Healthcare
BLKASHYAP,B. L. Kashyap and Sons Limited,Industrials,Capital Goods,Engineering & Construction,Capital Goods
BLS,BLS International Services Limited,Consumer Cyclical,Services,Consumer Services,Services
BLSE,BLS E-Services Limited,Industrials,Services,Specialty Business Services,Services
BLUECOAST,Blue Coast Hotels Limited,Consumer Cyclical,Hospitality,Hotels & Lodging,Hospitality & Travel
BLUEDART,Blue Dart Express Limited,Industrials,Logistics,Logistics,Logistics
BLUEJET,Blue Jet Healthcare Limited,Healthcare,Healthcare Services,Healthcare Services,Pharma & Healthcare
BLUESTARCO,Blue Star Limited,Industrials,Capital Goods,Consumer Electronics,Consumer Goods
BLUESTONE,BlueStone Jewellery and Lifestyle Limited,Consumer Cyclical,Retail,Luxury Goods,Consumer Goods
BLUSPRING,Bluspring Enterprises Limited,Industrials,Services,Specialty Business Services,Services
BMWVENTLTD,BMW Ventures Limited,Basic Materials,Metals,Steel,Metals & Mining
BODALCHEM,Bodal Chemicals Limited,Basic Materials,Chemicals,Specialty Chemicals,Chemicals
BOHRAIND,Bohra Industries Limited,Basic Materials,Chemicals,Agricultural Inputs,Chemicals
BOMDYEING,Bombay Dyeing & Mfg Company Limited,Consumer Cyclical,Textile,Textile Manufacturing,Textiles & Apparel
BORANA,Borana Weaves Limited,Consumer Cyclical,Textile,Textile Manufacturing,Textiles & Apparel
BOROLTD,Borosil Limited,Consumer Cyclical,Consumer Goods,"Furnishings, Fixtures & Appliances",Consumer Goods
BORORENEW,BOROSIL RENEWABLES LIMITED,Technology,Clean Energy,Solar Technology,Energy & Power
BOROSCI,Borosil Scientific Limited,Consumer Cyclical,Packaging,Packaging & Containers,Packaging
BOSCH-HCIL,BOSCH HOME COMFORT INDIA LIMITED,Consumer Cyclical,Consumer Goods,"Furnishings, Fixtures & Appliances",Consumer Goods
BOSCHLTD,Bosch Limited,Consumer Cyclical,Automobile,Auto Parts & Components,Auto
BPCL,Bharat Petroleum Corporation Limited,Energy,Oil & Gas,"Oil, Gas & Consumable Fuels",Oil & Gas
BPL,BPL Limited,Technology,Hardware,Consumer Electronics,IT
BRIGADE,Brigade Enterprises Limited,Real Estate,Realty,Realty,Realty
BRIGHOTEL,Brigade Hotel Ventures Limited,Consumer Cyclical,Hospitality,Hotels & Lodging,Hospitality & Travel
BRITANNIA,Britannia Industries Limited,Consumer Defensive,FMCG,FMCG,FMCG
BRNL,Bharat Road Network Limited,Industrials,Infrastructure,Infrastructure Operations,Capital Goods
BROOKS,Brooks Laboratories Limited,Healthcare,Pharma,Drug Manufacturers - Specialty & Generic,Pharma & Healthcare
BSE,BSE Limited,Financial Services,Finance,Financial Services,Banking & Finance
BSHSL,Bombay Super Hybrid Seeds Limited,Basic Materials,Chemicals,Agricultural Inputs,Chemicals
BSL,BSL Limited,Consumer Cyclical,Textile,Textile Manufacturing,Textiles & Apparel
BSOFT,BIRLASOFT LIMITED,Technology,IT Services & Consulting,IT Services,IT
BTML,Bodhi Tree Multimedia Limited,Communication Services,Media,Entertainment,Media & Telecom
BUTTERFLY,Butterfly Gandhimathi Appliances Limited,Consumer Cyclical,Consumer Goods,"Furnishings, Fixtures & Appliances",Consumer Goods
BVCL,Barak Valley Cements Limited,Basic Materials,Cement & Materials,Building Materials,Cement & Building
BYKE,The Byke Hospitality Ltd,Consumer Cyclical,Hospitality,Hotels & Lodging,Hospitality & Travel
CALSOFT,California Software Company Limited,Technology,Software,Software - Application,IT
CAMLINFINE,Camlin Fine Sciences Limited,Basic Materials,Chemicals,Specialty Chemicals,Chemicals
CAMPUS,Campus Activewear Limited,Consumer Cyclical,Consumer Goods,Consumer Durables,Consumer Goods
CAMS,Computer Age Management Services Limited,Financial Services,Finance,Financial Services,Banking & Finance
CANBK,Canara Bank,Financial Services,Banking,Banks,Banking & Finance
CANFINHOME,Can Fin Homes Limited,Financial Services,Finance,Financial Services,Banking & Finance
CANHLIFE,Canara HSBC Life Insurance Company Limited,Financial Services,Insurance,Life Insurance,Banking & Finance
CANTABIL,Cantabil Retail India Limited,Consumer Cyclical,Textile,Apparel Manufacturing,Textiles & Apparel
CAPACITE,Capacit'e Infraprojects Limited,Industrials,Capital Goods,Engineering & Construction,Capital Goods
CAPILLARY,Capillary Technologies India Limited,Technology,Software,Software - Infrastructure,IT
CAPITALSFB,Capital Small Finance Bank Limited,Financial Services,Banking,Banks,Banking & Finance
CAPLIPOINT,Caplin Point Laboratories Limited,Healthcare,Healthcare Services,Healthcare Services,Pharma & Healthcare
CAPTRUST,Capital Trust Limited,Financial Services,Finance,Non-Banking Finance,Banking & Finance
CARBORUNIV,Carborundum Universal Limited,Basic Materials,Metals,Metals & Mining,Metals & Mining
CARERATING,CARE Ratings Limited,Financial Services,Finance,Financial Data & Exchanges,Banking & Finance
CARRARO,Carraro India Limited,Industrials,Capital Goods,Industrial Machinery,Capital Goods
CARTRADE,Cartrade Tech Limited,Consumer Cyclical,Automobile,Auto & Truck Dealerships,Auto
CARYSIL,CARYSIL LIMITED,Consumer Cyclical,Consumer Goods,"Furnishings, Fixtures & Appliances",Consumer Goods
CASTROLIND,Castrol India Limited,Basic Materials,Chemicals,Petrochemicals,Chemicals
CCCL,Consolidated Construction Consortium Limited,Industrials,Capital Goods,Engineering & Construction,Capital Goods
CCHHL,Country Club Hospitality & Holidays Limited,Consumer Cyclical,Hospitality,Hotels & Lodging,Hospitality & Travel
CCL,CCL Products (India) Limited,Consumer Defensive,FMCG,FMCG,FMCG
CDSL,Central Depository Services (India) Limited,Financial Services,Finance,Financial Services,Banking & Finance
CEATLTD,CEAT Limited,Consumer Cyclical,Automobile,Auto & Auto Components,Auto
CEIGALL,Ceigall India Limited,Industrials,Capital Goods,Engineering & Construction,Capital Goods
CELEBRITY,Celebrity Fashions Limited,Consumer Cyclical,Textile,Apparel Manufacturing,Textiles & Apparel
CELLO,Cello World Limited,Consumer Cyclical,Consumer Goods,"Furnishings, Fixtures & Appliances",Consumer Goods
CEMPRO,Cemindia Projects Limited,Industrials,Capital Goods,Engineering & Construction,Capital Goods
CENTENKA,Century Enka Limited,Consumer Cyclical,Textile,Textile Manufacturing,Textiles & Apparel
CENTEXT,Century Extrusions Limited,Basic Materials,Metals,Aluminium,Metals & Mining
CENTRALBK,Central Bank of India,Financial Services,Banking,Banks,Banking & Finance
CENTRUM,Centrum Capital Limited,Financial Services,Finance,Financial Conglomerates,Banking & Finance
CENTUM,Centum Electronics Limited,Industrials,Capital Goods,Electronics Manufacturing,Capital Goods
CENTURYPLY,Century Plyboards (India) Limited,Consumer Cyclical,Consumer Goods,Consumer Durables,Consumer Goods
CERA,Cera Sanitaryware Limited,Basic Materials,Cement & Materials,Building Materials,Cement & Building
CEREBRAINT,Cerebra Integrated Technologies Limited,Industrials,Environment,Waste Management,Capital Goods
CESC,CESC Limited,Utilities,Power,Power Generation & Distribution,Energy & Power
CEWATER,Concord Enviro Systems Limited,Utilities,Utilities,Regulated Water Utilities,Energy & Power
CGCL,Capri Global Capital Limited,Financial Services,Finance,Non-Banking Finance,Banking & Finance
CGPOWER,CG Power and Industrial Solutions Limited,Industrials,Capital Goods,Electrical Equipment,Capital Goods
CHALET,Chalet Hotels Limited,Consumer Cyclical,Services,Consumer Services,Services
CHAMBLFERT,Chambal Fertilizers & Chemicals Limited,Basic Materials,Chemicals,Chemicals,Chemicals
CHEMBOND,Chembond Material Technologies Limited,Basic Materials,Chemicals,Specialty Chemicals,Chemicals
CHEMBONDCH,Chembond Chemicals Limited,Basic Materials,Chemicals,Specialty Chemicals,Chemicals
CHEMCON,Chemcon Speciality Chemicals Limited,Basic Materials,Chemicals,Specialty Chemicals,Chemicals
CHEMFAB,Chemfab Alkalis Limited,Basic Materials,Chemicals,Specialty Chemicals,Chemicals
CHEMPLASTS,Chemplast Sanmar Limited,Basic Materials,Chemicals,Chemicals,Chemicals
CHENNPETRO,Chennai Petroleum Corporation Limited,Energy,Oil & Gas,"Oil, Gas & Consumable Fuels",Oil & Gas
CHEVIOT,Cheviot Company Limited,Consumer Cyclical,Textile,Textile Manufacturing,Textiles & Apparel
CHOICEIN,Choice International Limited,Financial Services,Finance,Financial Services,Banking & Finance
CHOLAFIN,Cholamandalam Investment and Finance Company Limited,Financial Services,Finance,Financial Services,Banking & Finance
CHOLAHLDNG,Cholamandalam Financial Holdings Limited,Financial Services,Finance,Financial Services,Banking & Finance
CIEINDIA,CIE Automotive India Limited,Consumer Cyclical,Automobile,Auto Parts & Components,Auto
CIFL,Capital India Finance Limited,Financial Services,Finance,Credit Services,Banking & Finance
CIGNITITEC,Cigniti Technologies Limited,Technology,IT Services & Consulting,IT Services,IT
CINELINE,Cineline India Limited,Communication Services,Media,Entertainment,Media & Telecom
CINEVISTA,Cinevista Limited,Communication Services,Media,Entertainment,Media & Telecom
CIPLA,Cipla Limited,Healthcare,Pharma,Pharmaceuticals,Pharma & Healthcare
CLEAN,Clean Science and Technology Limited,Basic Materials,Chemicals,Chemicals,Chemicals
CLEDUCATE,CL Educate Limited,Consumer Defensive,Education,Education & Training,Services
CLSEL,Chaman Lal Setia Exports Limited,Consumer Defensive,FMCG,Packaged Foods,FMCG
CMSINFO,CMS Info Systems Limited,Technology,IT Services & Consulting,IT Services,IT
CNL,Creative Newtech Limited,Technology,Hardware,Electronics & Computer Distribution,IT
COALINDIA,Coal India Limited,Basic Materials,Metals,Metals & Mining,Metals & Mining
COASTCORP,Coastal Corporation Limited,Consumer Defensive,FMCG,Packaged Foods,FMCG
COCHINSHIP,Cochin Shipyard Limited,Industrials,Capital Goods,Capital Goods,Capital Goods
COFFEEDAY,Coffee Day Enterprises Limited,Consumer Cyclical,Hospitality,Restaurants,Hospitality & Travel
COFORGE,Coforge Limited,Technology,IT Services & Consulting,IT Services,IT
COHANCE,Cohance Lifesciences Limited,Healthcare,Pharma,Pharmaceuticals,Pharma & Healthcare
COLPAL,Colgate Palmolive (India) Limited,Consumer Defensive,FMCG,FMCG,FMCG
COMPINFO,Compuage Infocom Limited,Technology,Hardware,Electronics & Computer Distribution,IT
COMPUSOFT,Compucom Software Limited,Consumer Defensive,Education,Education & Training,Services
COMSYN,Commercial Syn Bags Limited,Consumer Cyclical,Packaging,Packaging & Containers,Packaging
CONCOR,Container Corporation of India Limited,Industrials,Services,Diversified Services,Services
CONCORDBIO,Concord Biotech Limited,Healthcare,Pharma,Pharmaceuticals,Pharma & Healthcare
CONFIPET,Confidence Petroleum India Limited,Energy,Oil & Gas,Oil & Gas,Oil & Gas
CONSOFINVT,Consolidated Finvest & Holdings Limited,Financial Services,Finance,Capital Markets,Banking & Finance
CONTROLPR,Control Print Limited,Industrials,Capital Goods,Business Equipment & Supplies,Capital Goods
CORALFINAC,Coral India Finance & Housing Limited,Real Estate,Realty,Real Estate Services,Realty
CORDSCABLE,Cords Cable Industries Limited,Industrials,Capital Goods,Electrical Equipment & Parts,Capital Goods
COROMANDEL,Coromandel International Limited,Consumer Defensive,FMCG,Agro Chemicals,FMCG
CORONA,CORONA Remedies Limited,Healthcare,Pharma,Pharmaceuticals,Pharma & Healthcare
COSMOFIRST,COSMO FIRST LIMITED,Consumer Cyclical,Packaging,Packaging & Containers,Packaging
COUNCODOS,Country Condo's Limited,Real Estate,Realty,Real Estate Development,Realty
CPCAP,CP Capital Limited,Financial Services,Finance,Credit Services,Banking & Finance
CPEDU,Career Point Edutech Limited,Consumer Defensive,Education,Education & Training,Services
CPPLUS,Aditya Infotech Limited,Industrials,Capital Goods,Building Products & Equipment,Capital Goods
CRAFTSMAN,Craftsman Automation Limited,Industrials,Capital Goods,Industrial Machinery,Capital Goods
CRAMC,Canara Robeco Asset Management Company Limited,Financial Services,Finance,Asset Management,Banking & Finance
CREATIVEYE,Creative Eye Limited,Communication Services,Media,Entertainment,Media & Telecom
CREDITACC,CREDITACCESS GRAMEEN LIMITED,Financial Services,Finance,Non-Banking Finance,Banking & Finance
CREST,Crest Ventures Limited,Financial Services,Finance,Financial Conglomerates,Banking & Finance
CRISIL,CRISIL Limited,Financial Services,Finance,Financial Services,Banking & Finance
CRIZAC,Crizac Limited,Consumer Defensive,Education,Education & Training,Services
CROMPTON,Crompton Greaves Consumer Electricals Limited,Industrials,Capital Goods,Consumer Electronics,Consumer Goods
CROWN,Crown Lifters Limited,Industrials,Services,Rental & Leasing Services,Services
CSBBANK,CSB Bank Limited,Financial Services,Banking,Banks,Banking & Finance
CSLFINANCE,CSL Finance Limited,Financial Services,Finance,Credit Services,Banking & Finance
CTE,Cambridge Technology Enterprises Limited,Technology,IT Services & Consulting,IT Services,IT
CUB,City Union Bank Limited,Financial Services,Banking,Banks,Banking & Finance
CUBEXTUB,Cubex Tubings Limited,Basic Materials,Metals,Copper,Metals & Mining
CUMMINSIND,Cummins India Limited,Industrials,Capital Goods,Industrial Machinery,Capital Goods
CUPID,Cupid Limited,Consumer Defensive,FMCG,Household & Personal Products,FMCG
CURAA,Cura Technologies Limited,Technology,Software,Software - Application,IT
CYBERMEDIA,Cyber Media (India) Limited,Communication Services,Media,Publishing,Media & Telecom
CYBERTECH,Cybertech Systems And Software Limited,Technology,IT Services & Consulting,IT Services,IT
CYIENT,Cyient Limited,Technology,IT Services & Consulting,IT Services,IT
CYIENTDLM,Cyient DLM Limited,Technology,Hardware,Electronic Components,IT
DABUR,Dabur India Limited,Consumer Defensive,FMCG,FMCG,FMCG
DALBHARAT,Dalmia Bharat Limited,Basic Materials,Cement & Materials,Construction Materials,Cement & Building
DALMIASUG,Dalmia Bharat Sugar and Industries Limited,Consumer Defensive,FMCG,Confectioners,FMCG
DAMCAPITAL,Dam Capital Advisors Limited,Financial Services,Finance,Capital Markets,Banking & Finance
DAMODARIND,Damodar Industries Limited,Consumer Cyclical,Textile,Textile Manufacturing,Textiles & Apparel
DANGEE,Dangee Dums Limited,Consumer Cyclical,Hospitality,Restaurants,Hospitality & Travel
DATAMATICS,Datamatics Global Services Limited,Technology,IT Services & Consulting,IT Services,IT
DATAPATTNS,Data Patterns (India) Limited,Industrials,Capital Goods,Capital Goods,Capital Goods
DAVANGERE,Davangere Sugar Company Limited,Consumer Defensive,FMCG,Confectioners,FMCG
DBCORP,D.B.Corp Limited,Communication Services,Media,Publishing,Media & Telecom
DBEIL,Deepak Builders & Engineers India Limited,Industrials,Capital Goods,Engineering & Construction,Capital Goods
DBL,Dilip Buildcon Limited,Industrials,Capital Goods,Engineering & Construction,Capital Goods
DBOL,Dhampur Bio Organics Limited,Consumer Defensive,FMCG,Farm Products,FMCG
DBREALTY,Valor Estate Limited,Consumer Cyclical,Services,Consumer Services,Services
DBSTOCKBRO,DB (International) Stock Brokers Limited,Financial Services,Finance,Capital Markets,Banking & Finance
DCAL,Dishman Carbogen Amcis Limited,Healthcare,Healthcare Services,Healthcare Services,Pharma & Healthcare
DCBBANK,DCB Bank Limited,Financial Services,Banking,Banks,Banking & Finance
DCI,Dc Infotech And Communication Limited,Technology,Hardware,Electronics & Computer Distribution,IT
DCM,DCM  Limited,Industrials,Capital Goods,Metal Fabrication,Capital Goods
DCMFINSERV,DCM Financial Services Limited,Financial Services,Finance,Credit Services,Banking & Finance
DCMNVL,DCM Nouvelle Limited,Consumer Cyclical,Textile,Textile Manufacturing,Textiles & Apparel
DCMSHRIRAM,DCM Shriram Limited,Basic Materials,Chemicals,Chemicals,Chemicals
DCMSRIND,DCM Shriram Industries Limited,Consumer Defensive,FMCG,Confectioners,FMCG
DCW,DCW Limited,Basic Materials,Chemicals,Chemicals,Chemicals
